"output","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty"
"44",73907.22034,-1613.222034,-1491.37076469387,-1369.51949538775,-1247.66822608162,-1125.8169567755,-1003.96568746937,-882.114418163247,-775.829264961409,-691.304874241612,-606.780483521811,-522.256076066185,-437.731685346386,-353.207294626588,-268.68290390679,-184.158513186991,79.9482030477079,356.159548538237,632.370894028755,882.420451574673,1121.30491847887,1360.18938538307,1599.07385228726,1837.95831919146,2076.84278609566,2315.72725299985,2554.61171990405,2787.7479108554,2903.23859383233,2959.22891171182,3015.21922959131,3071.20955855689,3127.19987643638,3183.19019431587,3239.18051219536,3295.17083007485,3351.16114795434,3407.15146583383,3463.14178371332,3519.13210159281,3575.12241947231,3631.1127373518,3687.10305523129,3743.09337311078,3799.08369099027,3855.07400886976,3925.30184391542,4018.61904038124,4111.93623684705,4205.25343331287,4260.62700714823,4275.33445766607,4290.04190527183,4304.74935287758,4319.45680048334,4334.1642480891,4348.87169569486,4363.57914330061,4375.65448931355,4353.03505833298,4330.41562735241,4307.79619637185,4285.17676539127,4262.55733441071,4239.93790343014,4217.31847244957,4194.699041469,4172.07961048843,4149.46017950786,4126.84074852729,4104.22131754672,4081.6018820875,4024.49607591482,3964.54976634792,3904.60345678102,3844.65714721412,3784.71083764723,3724.76452808033,3664.81821851344,3604.87190894654,3544.92559937964,3484.97928981274,3425.03298024585,3365.08667067895,3305.14036111205,3245.19405154516,3185.24774197826,3125.30143241136,3065.35512284447,3005.40881327757,2945.46250371067,2885.51618227441,2825.56987270751,2765.62356314061,2689.9773808327,2611.36763197264,2532.75788311258,2454.14813425252,2375.53838539246,2296.9286365324,2218.31888767234
"45",77426.36827,-2115.136827,-1987.48351778257,-1809.83020856513,-1682.1768993477,-1504.52359013026,-1376.87028091283,-1249.2169716954,-1071.56366247796,-943.910353260531,-816.257044043095,-688.603709550306,-560.950400332874,-433.297091115438,-305.643781898005,-177.990472680573,-50.3371634631376,214.676936271358,504.040292894943,793.403649518531,1082.76700614212,1372.13036276571,1661.4937193893,1950.85707601289,2240.22043263647,2529.58378926006,2802.53865897166,2916.56482592391,2975.22116493583,3033.87750394776,3092.53384295968,3151.19019358555,3209.84653259748,3268.5028716094,3327.15921062132,3385.81554963324,3444.47188864516,3503.12822765708,3561.784566669,3620.44090568093,3679.09724469285,3737.75358370477,3796.40992271669,3855.06626172861,3913.72260074053,3972.37893975245,3996.34509292146,4015.89720592543,3992.46728926015,3949.5337473663,3943.02721767429,3958.43497451953,3973.84272831404,3989.25048210854,4004.65823590305,4020.06598969756,4009.74128982704,3986.0448176136,3962.34834540016,3938.65187318671,3914.95540097327,3891.25892875983,3867.56245654639,3843.86598433295,3820.16951211951,3796.47303990607,3772.77656769263,3749.08009547919,3725.38362326575,3701.68715105231,3677.99067883887,3654.29420193353,3630.59772972009,3606.90125750665,3583.2047852932,3559.50831307977,3535.81184086632,3507.83098807832,3445.03028985693,3382.22959163554,3319.42889341415,3256.62819519276,3193.82749697138,3131.02679874999,3068.2261005286,3005.42540230721,2942.62470408582,2879.82400586444,2817.02330764305,2753.63664958669,2671.28383836133,2588.93101083011,2506.57819960475,2424.22538837939,2341.87257715402,2259.51976592866,2177.1669547033,2094.81414347794,2012.46133225257,1930.10852102721,1847.75570980185
"46",81113.08308,-2683.808308,-2500.07669036964,-2366.34507273929,-2182.61345510893,-2048.88183747858,-1915.15021984823,-1731.41860221787,-1597.68698458752,-1413.95536695717,-1280.22374932681,-1146.49210521759,-962.760487587242,-829.028869956886,-645.297252326529,-511.565634696177,-236.684087846517,66.4575228289159,369.59913350434,672.740744179773,975.882354855206,1279.02396553063,1582.16557620606,1885.30718688149,2188.44879755692,2466.80708208595,2585.57941015924,2687.99491807448,2790.41042598972,2892.82593390496,2995.2414418202,3097.65697001371,3200.07247792894,3302.48798584419,3404.90349375942,3480.7763858048,3542.22569055394,3603.67499530308,3665.12430005223,3726.57360480137,3788.02290955051,3849.47221429966,3910.9215190488,3972.37082379794,3997.27337618236,4017.75647776541,3986.3402909878,3941.36243617728,3896.38458136676,3851.40672655624,3806.42887174573,3761.45100802959,3716.47315321908,3671.49529840856,3628.66150836521,3603.83671078916,3579.0119132131,3554.18711563705,3529.362318061,3504.53752048494,3479.71272290889,3454.88792533284,3430.06312775678,3405.23833018073,3380.41353260468,3355.58873502862,3330.76393745257,3305.93913987652,3281.11434230046,3256.28954472441,3231.46474714836,3206.63994465699,3181.81514708094,3156.99034950489,3132.16555192883,3107.34075435278,3082.51595677673,3057.69115920067,3032.86636162462,3008.04156404857,2983.21676647251,2958.39196889646,2933.56717132041,2885.82198967929,2820.03098893714,2753.65943899636,2667.38533667116,2581.11123434597,2494.83713202077,2408.56302969557,2322.28892737038,2236.01480796291,2149.74070563771,2063.46660331251,1977.19250098732,1890.91839866212,1804.64429633693,1718.37019401173,1632.09609168653,1545.82198936133,1459.54788703614
"47",84975.34359,-3220.034359,-3079.9350097276,-2939.83566045521,-2749.73631118281,-2609.63696191041,-2419.53761263802,-2279.43826336562,-2089.33891409322,-1949.23956482082,-1809.14021554843,-1619.04083853636,-1478.94148926396,-1288.84213999157,-1148.74279071917,-923.971322847163,-606.395396184816,-288.819469522469,78.756457139868,396.332383802214,763.908310464562,1081.4842371269,1449.06016378925,1766.63609045159,2053.58103237849,2213.97604831191,2321.26814773142,2428.56024715092,2535.85234657042,2643.14444598993,2750.43654540943,2857.72866607277,2965.02076549227,3072.31286491177,3179.60496433128,3286.89706375078,3394.18916317028,3501.48126258979,3608.77336200929,3716.06546142879,3823.3575608483,3930.6496602678,3996.29522373746,4017.75364362136,3984.20485993343,3937.08535070832,3889.96584148322,3842.84633225811,3795.726823033,3748.60731380789,3701.48780458279,3654.36828602802,3607.24877680291,3560.1292675778,3513.0097583527,3465.89024912759,3418.77073990248,3371.65123067738,3324.53172145227,3277.41221222716,3230.29270300206,3183.17319377695,3136.05368455184,3088.93417532674,3041.81466610163,2994.69515687652,2947.57564765142,2900.45613842631,2853.3366292012,2806.2171199761,2763.67714720129,2737.67029305204,2711.66344405214,2685.65659505225,2659.64974605236,2633.64289705246,2607.63604805257,2581.62919905268,2555.62235005279,2529.61550105289,2503.608652053,2477.60180305311,2433.46292646219,2385.9976575784,2338.53238869461,2291.06711981081,2243.60185092702,2196.13658204322,2137.44057837058,2047.05846971899,1956.67636106739,1866.29423452014,1775.91212586854,1685.53001721695,1595.14790856535,1504.76579991376,1414.38369126217,1324.00158261057,1277.5,1277.5,1277.5
"48",89021.50854,-3874.650854,-3677.88056875259,-3531.11028350518,-3334.33999825776,-3187.56971301035,-2990.79942776294,-2844.02914251553,-2647.25885726812,-2500.48857202071,-2303.71828677329,-2156.94797246536,-2010.17768721795,-1813.40740197054,-1666.63711672313,-1316.88517961871,-984.187636153909,-601.490092689108,-268.792549224311,113.904994240487,446.602537705288,779.300081170084,1161.99762463489,1457.16882519385,1619.56971869105,1731.97061218826,1894.37150568546,2006.77239918266,2169.17329267986,2281.57418617707,2443.97507967427,2556.37599542685,2668.77688892405,2831.17778242125,2943.57867591846,3055.97956941566,3168.38046291286,3280.78135641007,3393.18224990727,3505.58314340447,3589.53008054101,3656.97061663933,3672.67882771925,3668.27604499219,3663.87326226512,3659.47047953806,3655.067696811,3650.66491408393,3646.26213135687,3640.9130296792,3591.54988955326,3542.18673965342,3492.82359952747,3443.46045940152,3394.09731927558,3344.73417914964,3295.37103902369,3246.00789889775,3196.6447587718,3147.28161864586,3097.91847851991,3048.55533839397,2999.19219826802,2949.82905814208,2900.46591801614,2851.10277789019,2801.73963776425,2752.3764976383,2703.01335751236,2644.99805247122,2573.15473364584,2501.31140059548,2429.46808177009,2357.6247629447,2285.78144411932,2213.93812529394,2142.09480646855,2082.89919050152,2044.68022814868,1994.95486475763,1945.22950136658,1895.50413797553,1845.77877458448,1796.05341119343,1746.32804780238,1696.60268441133,1646.87732102028,1597.15195762924,1547.42659423818,1497.70123084713,1447.97586745609,1398.25049421941,1348.52513082837,1289.59769622949,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5
"49",93260.33469,-4498.533469,-4294.77460612283,-4141.01574324567,-3937.2568803685,-3783.49801749133,-3579.73915461417,-3425.980291737,-3222.22142885983,-3068.46256598267,-2914.7037031055,-2710.94480978408,-2557.18594690691,-2353.42708402975,-2117.52396285256,-1718.98477538052,-1370.44558790846,-971.906400436406,-623.36721296436,-224.828025492307,123.71116197975,522.250349451794,833.278434246055,1001.03138090943,1118.78432757281,1286.53727423619,1404.29022089957,1522.04316756295,1689.79611422633,1807.54906088971,1975.30200755309,2093.05497753155,2260.80792419493,2378.56087085831,2546.31381752169,2664.06676418507,2831.81971084845,2949.57265751183,3099.58197490513,3170.23374290315,3249.4257473352,3244.8133227939,3240.2008982526,3235.58847371131,3230.97604917001,3226.36362462871,3221.75120008741,3217.13877554611,3212.52635100482,3207.91392646352,3203.30150192222,3198.68907646766,3194.07665192636,3189.46422738507,3184.85180284377,3180.23937830247,3166.09556818872,3114.38196498207,3062.66836177542,3010.95475856877,2959.24115536212,2907.52755215547,2855.81394894882,2804.10034574217,2752.38674253552,2700.67313932887,2638.17121550924,2562.90702296991,2487.64283043058,2412.37863789126,2337.11444535193,2261.85023791029,2186.58604537097,2111.32185283164,2036.05766029232,1960.79346775299,1885.52927521367,1810.26508267434,1735.00089013502,1659.73669759569,1584.47250505636,1509.20831251704,1433.94411997771,1358.67992743838,1283.41573489906,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5
"50",97700.99573,-5142.599573,-4981.51936612162,-4770.43915924325,-4609.35895236487,-4398.2787454865,-4237.19853860813,-4026.11833172975,-3865.03812485137,-3653.957917973,-3492.87771109462,-3281.79747232236,-3120.71726544399,-2909.63705856561,-2545.84263840187,-2130.70749514792,-1765.57235189397,-1350.43720864001,-985.302065386068,-570.166922132112,-205.031778878157,179.785247402609,306.957130481802,480.316972341639,603.676814201473,777.036656061311,900.396497921149,1073.75633978098,1197.11618164082,1370.47602350065,1493.83586536049,1667.19573164557,1790.55557350541,1963.91541536525,2087.27525722508,2260.63509908492,2381.95713536685,2505.97304048276,2556.45840186528,2601.62635325735,2596.79430464941,2641.96225604148,2637.13020743355,2682.29815882561,2677.46611021768,2722.63406160974,2717.80201300181,2712.96996439387,2758.13791578594,2753.305867178,2748.47381857007,2743.64176900539,2738.80972039746,2733.97767178952,2729.14562318159,2724.31357457365,2719.48152596572,2714.64947735778,2709.81742874985,2704.98538014192,2700.15333153398,2695.32128292605,2690.48923431811,2641.77059755884,2562.922643835,2484.07469011116,2405.22673638733,2326.37878266349,2247.53082893965,2168.68287521582,2089.83492149198,2010.98695215625,1932.13899843242,1853.29104470858,1774.44309098474,1695.59513726091,1616.74718353707,1537.89922981324,1459.0512760894,1380.20332236556,1301.35536864173,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5
"51",102353.1022,-5857.81022,-5639.06005779508,-5470.30989559016,-5251.55973338525,-5082.80957118033,-4864.05940897541,-4695.30924677049,-4476.55908456557,-4307.80892236066,-4089.05876015574,-3920.30856453829,-3700.07553617956,-3317.55420817217,-2935.03288016478,-2552.5115521574,-2169.99022415002,-1787.46889614263,-1354.94756813525,-972.426240127868,-563.169262589285,-414.13592227867,-234.902208672018,-55.6684950653616,73.5652185412873,252.798932147944,382.032645754596,561.266359361245,690.500072967901,869.733786574554,998.967500181207,1178.20123937613,1307.43495298279,1486.66866658944,1615.90238019609,1762.55756828165,1840.09779644564,1887.79686461288,1882.73473437247,1927.67260413205,1922.61047389164,1967.54834365123,1962.48621341082,2007.4240831704,2002.36195292999,2047.29982268958,2042.23769244917,2087.17556220875,2082.11343196834,2127.05130172793,2121.98917148752,2166.9270402448,2211.86491000439,2206.80277976398,2251.74064952356,2246.67851928315,2241.61638904274,2236.55425880233,2231.49212856191,2226.4299983215,2216.41003216962,2185.50115920787,2154.59228624613,2123.68341328439,2092.77454032264,2061.8656673609,2030.95679439916,2000.04792143742,1969.13904847567,1913.38335470704,1830.78099630264,1748.17862154296,1665.57626313856,1582.97390473416,1500.37154632975,1417.76918792535,1335.16682952094,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5,1277.5
"52",107226.7222,-6222.5,-5995.71467180746,-5818.92934361492,-5592.14401542238,-5415.35868722984,-5188.5733590373,-4961.78803084475,-4785.00270265221,-4558.21737445967,-4381.43204626713,-4015.14623110273,-3614.41086214757,-3213.6754931924,-2812.94012423723,-2412.20475528207,-2011.4693863269,-1610.73401737173,-1209.99864841657,-821.445856378132,-641.141764320942,-505.754490169766,-370.367216018585,-234.979941867408,-99.5926677162315,35.7946064349453,221.181880586126,356.569154737303,541.956428888479,677.34370303966,862.730977190833,1048.11827814869,1183.50555229987,1360.93569587063,1442.16806036134,1525.03608218581,1519.73291480386,1564.42974742191,1559.12658003995,1603.823412658,1598.52024527604,1643.21707789409,1637.91391051213,1682.61074313017,1727.30757574822,1722.00440836626,1766.70124098431,1761.39807360236,1806.0949062204,1800.79173883844,1845.48857145649,1840.1854030245,1884.88223564255,1879.57906826059,1924.27590087864,1968.97273349668,1963.66956611473,2008.36639873278,1979.64828994338,1997.2676677312,1964.88704551901,1982.50642330681,1950.12580109462,1917.74517888243,1885.36455667024,1852.98393445805,1820.60331224586,1788.22269003367,1755.84206782148,1723.46144560929,1691.08082339709,1658.70019477354,1626.31957256136,1593.93895034916,1625.80844810508,1650.17222,1650.17222,1650.17222,1650.17222,1650.17222,1650.17222,1650.17222,1650.17222,1650.17222,1650.17222,1650.17222,1650.17222,1650.17222,1650.17222,1650.17222,1650.17222,1650.17222,1650.17222,1650.17222,1650.17222,1650.17222,1650.17222,1650.17222,1650.17222,1650.17222,1650.17222
"53",112332.4033,-6322.5,-6087.29690531799,-5902.093810636,-5666.89071595399,-5481.68762127199,-5246.48452658999,-5011.28143190798,-4826.07833722598,-4513.96651816269,-4094.14983293302,-3674.33306457965,-3254.51637935,-2834.69969412033,-2414.88300889066,-1995.066323661,-1575.24963843133,-1155.43295320167,-735.616267972009,-510.4908315379,-368.656990405732,-226.823149273569,-84.9893081414011,56.8445329907663,198.678374122934,340.512215255101,482.346056387269,624.179897519432,766.0137386516,907.847579783767,1049.68142091593,1191.5152901312,1313.59913126337,1446.01251523635,1468.36652785329,1490.72054047023,1513.07455308718,1535.42856570412,1557.78257832106,1549.26218326259,1538.67218719433,1583.11650550515,1577.56082381597,1622.00514212679,1666.44946043761,1660.89377874843,1705.33809705925,1699.78241537007,1744.22673368089,1738.67105199172,1783.11537030254,1827.55968751333,1822.00400582416,1866.44832413498,1860.8926424458,1893.53145967936,1859.60900976375,1875.68655984813,1891.76410993252,1857.84166001691,1873.9192101013,1839.99676018569,1856.07431027008,1822.15186035446,1838.22941043885,1804.30696052324,1820.38451060763,1836.46206069201,1802.5396107764,1768.61716086079,1737.11404894752,1793.84759663363,1850.58113308649,1907.31466953936,1964.04820599223,2020.78174244509,2077.51527889796,2134.24881535083,2190.98235180369,2247.71588825656,2304.44942470943,2310.74033,2310.74033,2310.74033,2310.74033,2310.74033,2310.74033,2310.74033,2310.74033,2310.74033,2310.74033,2310.74033,2310.74033,2310.74033,2310.74033,2310.74033,2310.74033,2310.74033,2310.74033,2310.74033,2310.74033
"54",117681.1952,-6172.5,-5978.47832062125,-5784.4566412425,-5590.43496186376,-5396.41328248501,-5202.39160310626,-4983.66056464382,-4543.85399208446,-4104.0474195251,-3664.24084696573,-3224.43418732467,-2784.62761476531,-2344.82104220595,-1905.01446964658,-1465.20789708722,-1025.40132452786,-585.594751968492,-287.514745334505,-138.92737914361,9.65998704728554,158.247353238177,306.834719429073,455.422085619968,604.00945181086,752.596818001755,901.184184192651,1049.77155038354,1198.35891657444,1346.94628276533,1495.53364895623,1624.37104456742,1706.65500005575,1730.0734158022,1753.49183154865,1776.91024729511,1800.32866304156,1809.0889821029,1773.072451373,1737.0559206431,1701.03938991319,1665.02285918329,1629.00632845339,1660.89454754979,1655.07432789699,1699.25410824419,1743.43388859138,1737.61366893858,1781.79344928577,1775.97322963297,1820.15300998017,1864.33278917496,1858.51256952216,1877.38372383188,1841.8460309409,1856.30833804992,1870.77064515893,1835.23295226795,1849.69525937696,1814.15756648598,1828.619873595,1793.08218070402,1807.54448781304,1822.00679492206,1786.46910203107,1800.93140914009,1765.39371624911,1795.20650274396,1904.64144922032,1964.07639569667,2073.51134217303,2132.94630041751,2242.38124689387,2351.81619337023,2411.25113984658,2470.68608632294,2530.1210327993,2589.55597927565,2648.99092575202,2708.42587222837,2767.86081870473,2827.29576518108,2886.73071165744,2946.1656581338,3005.60060461016,3065.03555108652,3095.61952,3095.61952,3095.61952,3095.61952,3095.61952,3095.61952,3095.61952,3095.61952,3095.61952,3095.61952,3095.61952,3095.61952,3095.61952,3095.61952,3095.61952
"55",123284.6739,-5872.5,-5669.23983229787,-5465.97966459574,-5262.7194968936,-5059.45932919147,-4856.19916148934,-4558.01023840769,-4097.26194480896,-3636.51365121025,-3175.76535761153,-2715.01697278465,-2254.26867918594,-1793.52038558722,-1332.77209198849,-872.023798389779,-411.275504791058,-22.900521357551,132.761944131275,288.424409620107,444.086875108937,599.749340597766,755.411806086595,911.074271575428,1066.73673706425,1222.39920255309,1378.06166804192,1533.72413353074,1689.38659901957,1826.62943870504,1920.02691799834,1922.42315906658,1953.24681286344,1996.45980996373,2039.67280706402,2082.88580416431,2071.82425976406,2047.35062935999,2009.6191444061,1971.8876594522,1934.1561744983,1896.4246895444,1858.69320459051,1849.2549135501,1843.15755975706,1837.06020596402,1830.96285217098,1824.86549837794,1818.76814458489,1862.67079079186,1901.08126287981,1863.8514086175,1876.62156172669,1889.39171483589,1852.16186794508,1864.93202105427,1827.70217416346,1840.47232727266,1853.24248038185,1816.01263349105,1828.78278660024,1841.55293970943,1804.32309281863,1817.09324592782,1795.19416730392,1907.45915349945,2019.72413969498,2081.98912589051,2194.25411208604,2306.51909828157,2368.78408447711,2481.0490830011,2543.31406919664,2655.57905539217,2767.8440415877,2830.10902778324,2942.37401397877,3054.6390001743,3116.90398636983,3229.16897256536,3291.43395876089,3353.69894495642,3415.96393115196,3478.22891734749,3540.49390354302,3602.75888973855,3665.02387593408,3727.28886212962,3789.55384832515,3851.81883452068,3914.08382071621,3955.96739,3955.96739,3955.96739,3955.96739,3955.96739,3955.96739,3955.96739,3955.96739,3955.96739,3955.96739
"56",129154.9665,-5572.5,-5359.56144632668,-5146.62289265336,-4933.68433898003,-4720.74578530671,-4507.80723163339,-4126.37697632505,-3643.68980571255,-3161.00263510007,-2678.31546448757,-2195.62819830302,-1712.94102769054,-1230.25385707804,-747.566686465547,-264.879515853063,200.137576199253,395.691248621071,558.765699641841,721.840150662614,884.914601683384,1047.98905270415,1211.06350372492,1374.1379547457,1537.21240576647,1700.28685678724,1863.36130780801,2026.43575882878,2153.30612590973,2226.48862519573,2220.10094130959,2213.71325615869,2207.32557227255,2200.93788838642,2203.88269087067,2188.16252061414,2181.774836728,2175.38715284186,2168.99946895573,2162.61178506959,2156.22410118345,2149.83641729731,2143.44873341117,2137.06104952504,2130.6733656389,2124.28568175276,2117.89799786662,2111.51031398049,2092.22277758361,2053.22020349332,2014.21762940302,1975.21504759022,1936.21247349993,1897.20989940964,1858.20732531935,1869.20475122905,1830.20217713876,1841.19960304847,1852.19702895818,1813.19445486789,1824.19188077759,1786.28686324498,1901.51664365329,2016.7464240616,2081.97620446991,2197.20598487822,2312.43576528653,2377.66554569483,2492.89532610314,2608.12510651145,2673.35488691976,2788.58468024356,2903.81446065187,2969.04424106018,3084.27402146849,3199.5038018768,3264.73358228511,3379.96336269341,3495.19314310172,3560.42292351003,3675.65270391834,3790.88248432664,3856.11226473495,3971.34204514326,4036.57182555157,4151.80160595988,4217.03138636819,4282.2611667765,4347.49094718481,4412.72072759311,4477.95050800142,4543.18030132522,4608.41008173353,4673.63986214184,4738.86964255015,4804.09942295846,4842.99665,4842.99665,4842.99665,4842.99665,4842.99665
"57",135304.7775,-5272.5,-5049.42221672373,-4826.34443344746,-4603.2666501712,-4380.18886689493,-4157.11108361866,-3688.4758974041,-3182.80521363811,-2677.13452987214,-2171.46384610615,-1665.79306221737,-1160.12237845139,-654.451694685402,-148.781010919414,356.889672846562,649.090491154835,819.929854976745,990.769218798654,1161.60858262056,1332.44794644247,1503.28731026438,1674.12667408629,1844.9660379082,2015.80540173011,2186.64476555202,2357.48412937393,2476.5940959175,2524.66414078929,2517.97230252417,2511.28046425906,2504.58862466896,2497.89678640385,2491.20494813873,2484.51310987362,2477.8212716085,2471.12943334339,2464.43759507828,2457.74575681316,2451.05391854805,2444.36208028294,2437.67024201782,2430.97840375271,2424.28656548759,2417.59472722248,2410.90288895736,2386.65676276459,2345.79705173509,2304.9373407056,2264.0776296761,2223.21791864661,2182.35819952689,2141.49848849739,2100.6387774679,2059.7790664384,2018.91935540891,1978.05964437941,1937.19993334991,1896.34022232041,1935.97328125973,2004.30902678849,2072.64477231726,2190.98051784602,2309.31626337479,2377.65200890355,2495.98775443232,2614.32349996108,2682.65924548984,2800.99499101861,2919.33073654737,2987.66648207613,3106.00224113537,3224.33798666414,3292.6737321929,3411.00947772167,3529.34522325043,3597.68096877919,3716.01671430796,3834.35245983672,3902.68820536548,4021.02395089425,4139.35969642301,4257.69544195178,4326.03118748054,4444.3669330093,4562.70267853807,4631.03842406683,4749.37416959559,4867.70991512436,4936.04566065312,5054.38140618188,5122.71716524113,5191.05291076989,5259.38865629865,5327.72440182742,5396.06014735618,5464.39589288495,5532.73163841371,5601.06738394247,5669.40312947124,5717.5
"58",141747.4163,-4972.5,-4738.80020020289,-4505.10040040579,-4271.40060060867,-4037.70080081156,-3773.75713049998,-3244.00855659997,-2714.25998269995,-2184.51140879996,-1654.76283489995,-1125.01415610973,-595.265582209726,-65.5170083097219,464.231565590293,892.136157097666,1071.11016578772,1250.08417447778,1429.05818316784,1608.0321918579,1787.00620054796,1965.98020923801,2144.95421792807,2323.92822661813,2502.90223530819,2681.87624399824,2796.11015161298,2823.07141920846,2816.06094402862,2809.05046884878,2802.03999366894,2795.02951710103,2788.01904192119,2781.00856674135,2773.99809156152,2766.98761638168,2759.97714120183,2752.966666022,2745.95619084216,2738.94571566232,2731.93524048248,2724.92476530264,2717.9142901228,2710.90381494297,2684.71685085389,2641.91157393603,2599.10629701818,2556.30102010033,2513.49574318248,2470.69046626463,2427.88518934678,2385.07990395349,2342.27462703564,2299.46935011779,2256.66407319994,2213.85879628208,2209.9282337055,2281.51783718152,2353.10744065754,2424.69704413357,2496.28664760959,2567.87625108562,2639.46585456164,2711.05545803766,2782.64506151369,2854.23466498971,2925.82426846573,2997.41387194175,3119.00347541778,3190.5930788938,3312.18268236982,3433.77230002059,3555.36190349661,3626.95150697263,3748.54111044866,3870.13071392468,3941.7203174007,4063.30992087673,4184.89952435275,4306.48912782877,4378.07873130479,4499.66833478082,4621.25793825684,4692.84754173287,4814.43714520889,4936.02674868491,5057.61635216094,5129.20595563696,5250.79555911298,5372.38516258901,5443.97476606503,5565.56438371579,5687.15398719182,5808.74359066784,5880.33319414386,6001.92279761989,6017.5,6017.5,6017.5,6017.5,6017.5
"59",148496.8262,-5065.761965,-4764.68557612281,-4463.60918724563,-4162.53279836843,-3852.59857427734,-3297.63524544126,-2742.66229452952,-2187.68934361776,-1632.71639270602,-1077.74344179427,-522.770380997878,32.2025699138649,587.175520825611,1129.67972120874,1361.44390834952,1548.93989915132,1736.43588995313,1923.93188075494,2111.42787155675,2298.92386235856,2486.41985316036,2673.91584396217,2861.41183476398,3048.90782556578,3161.44228982056,3171.73666803562,3164.39238380431,3157.04809957301,3149.70381534171,3142.35953111041,3135.01524542494,3127.67096119363,3120.32667696233,3112.98239273103,3105.63810849973,3098.29382426842,3090.94954003712,3083.60525580582,3076.26097157452,3068.91668734322,3061.57240311191,3036.7609794561,2991.91749706444,2947.07401467278,2902.23053228111,2857.38704988945,2812.54356749779,2767.70008510612,2722.85660271446,2678.01312032279,2633.16962905212,2588.32614666046,2543.48266426879,2597.41504954737,2672.4134458681,2747.41184218882,2822.41023850954,2897.40863483027,2972.40703115099,3047.40542747171,3122.40382379243,3197.40222011316,3272.40061643388,3347.3990127546,3422.39740907533,3497.39580539605,3572.39420171678,3647.3925980375,3722.39099435822,3797.38939067894,3872.38780184935,3947.38619817007,4022.3845944908,4147.38299081152,4272.38138713224,4347.37978345296,4472.37817977369,4597.37657609441,4722.37497241513,4797.37336873585,4922.37176505658,5047.3701613773,5172.36855769803,5247.36695401875,5372.36535033947,5497.3637466602,5622.36214298092,5697.36053930164,5822.35893562236,5947.35733194309,6067.5,6067.5,6117.5,6167.5,6217.5,6217.5,6267.5,6317.5,6367.5,6367.5
"60",155567.6144,-5546.07108,-5230.65871215108,-4859.79842370182,-4372.68341955272,-3864.15140678446,-3259.18215048058,-2654.21289417669,-2049.24363787281,-1444.27438156893,-839.305125265044,-234.335749177248,370.633507126622,954.280985591988,1340.00883557904,1536.43258917036,1732.85634276168,1929.280096353,2125.70384994431,2322.12760353563,2518.55135712695,2714.97511071826,2911.39886430958,3104.29357074054,3222.14782289533,3220.68806522079,3212.99407736545,3205.30008951011,3197.60610165477,3189.91211379943,3182.21812594409,3174.52413656534,3166.83014871,3159.13616085466,3151.44217299932,3143.74818514398,3136.05419728865,3128.36020943331,3120.66622157797,3112.97223372263,3093.17295229825,3046.19421372464,2999.21547515104,2952.23673657744,2905.25799800384,2858.27925943023,2811.30052085662,2764.32178228302,2717.34304370942,2670.36430513582,2623.38556656221,2600.97511849664,2679.54461993317,2758.1141213697,2836.68362280622,2915.25312424275,2993.82262567928,3072.3921271158,3150.96162855233,3229.53112998886,3308.10063142539,3386.67013286192,3465.23963429845,3543.80913573497,3622.3786371715,3700.94813860803,3779.51764004455,3858.08714148108,3936.65664291761,4015.22614435413,4093.79564579066,4172.36516278395,4250.93466422048,4329.50416565701,4408.07366709353,4486.64316853006,4565.21266996659,4643.78217140311,4722.35167283964,4800.92117427617,4929.49067571269,5058.06017714922,5186.62967858575,5265.19918002227,5393.76868145881,5522.33818289533,5650.90768433186,5767.5,5767.5,5817.5,5867.5,5917.5,5917.5,5967.5,6017.5,6067.5,6117.5,6067.5,6067.5,6117.5,6117.5
